Index,Image,Output
10775,164069,Yes
10776,1546,No
10777,41702,Yes
10778,98464,No
10779,15786,No
10780,124460,Yes
10781,105109,No
10782,138298,Yes
10783,188152,Yes
10784,205111,Yes
10785,157870,No
10786,17016,No
10787,70707,No
10788,147907,Yes
10789,163945,No
10790,160219,No
10791,60309,Yes
10792,28787,No
10793,129829,Yes
10794,36235,Yes
10795,120297,Yes
10796,132015,No
10797,99332,Yes
10798,191590,No
10799,160410,Yes
10800,96041,No
10801,193003,Yes
10802,126582,No
10803,20022,No
10804,26974,No
10805,206503,No
10806,196950,No
10807,20235,No
10808,158240,Yes
10809,138650,No
10810,77862,Yes
10811,18544,No
10812,110219,Yes
10813,50826,Yes
10814,164571,No
10815,64024,Yes
10816,181835,No
10817,115571,Yes
10818,167679,Yes
10819,68531,No
10820,24938,No
10821,27521,No
10822,76296,No
10823,132864,Yes
10824,130708,No
10825,67269,No
10826,132690,No
10827,116228,Yes
10828,207329,Yes
10829,84064,No
10830,30867,Yes
10831,207770,No
10832,6260,No
10833,34695,Yes
10834,185800,Yes
10835,150674,No
10836,207397,Yes
10837,109248,No
10838,190077,Yes
10839,707,No
10840,21757,No
10841,158617,Yes
10842,162769,Yes
10843,58751,No
10844,51468,Yes
10845,137099,Yes
10846,66217,Yes
10847,82018,Yes
10848,147511,No
10849,96938,Yes
10850,1330,No
10851,62171,Yes
10852,106721,Yes
10853,54215,Yes
10854,65552,No
10855,42788,No
10856,39980,Yes
10857,58791,No
10858,18825,No
10859,144205,Yes
10860,104486,No
10861,24636,No
10862,20762,No
10863,119341,No
10864,7453,No
10865,96333,Yes
10866,153612,No
10867,125765,Yes
10868,85391,No
10869,87339,Yes
10870,63661,No
10871,78027,No
10872,182899,Yes
10873,96194,No
10874,122093,Yes
10875,136926,No
10876,31146,No
10877,44706,Yes
10878,197619,Yes
10879,89954,Yes
10880,32322,Yes
10881,93454,Yes
10882,165062,No
10883,33414,Yes
10884,150948,Yes
10885,125437,No
10886,11384,No
10887,189977,Yes
10888,20115,No
10889,54193,No
10890,19473,No
10891,15864,Yes
10892,87715,Yes
10893,179658,Yes
10894,26126,No
10895,84515,Yes
10896,161268,Yes
10897,48831,Yes
10898,194558,No
10899,35174,Yes
10900,145663,Yes
10901,180146,No
10902,174700,No
10903,208884,No
10904,100814,No
10905,152157,Yes
10906,55424,Yes
10907,40392,No
10908,100305,No
10909,179070,Yes
10910,186542,No
10911,197269,Yes
10912,5770,No
10913,191976,No
10914,15779,No
10915,148939,No
10916,150158,No
10917,183358,Yes
10918,136327,No
10919,198676,No
10920,65148,Yes
10921,129902,Yes
10922,144919,Yes
10923,86336,Yes
10924,87394,Yes
10925,17144,No
10926,20370,No
10927,171532,Yes
10928,10029,No
10929,137187,Yes
10930,99113,No
10931,50191,Yes
10932,114751,No
10933,685,No
10934,110617,Yes
10935,132627,No
10936,25853,No
10937,66358,Yes
10938,53588,No
10939,55977,No
10940,89171,Yes
10941,193846,No
10942,65766,Yes
10943,17021,No
10944,199544,Yes
10945,149370,No
10946,22909,No
10947,175899,No
10948,144381,Yes
10949,4845,No
10950,184797,Yes
10951,122240,Yes
10952,115192,No
10953,197976,No
10954,41166,Yes
10955,139200,Yes
10956,90148,No
10957,56773,Yes
10958,23620,No
10959,33992,Yes
10960,57690,No
10961,158885,Yes
10962,90646,No
10963,56455,No
10964,177286,Yes
10965,46772,No
10966,133973,Yes
10967,157729,No
10968,72373,Yes
10969,112995,No
10970,191913,No
10971,15237,No
10972,79587,Yes
10973,204302,Yes
10974,25768,No
10975,179884,Yes
10976,88120,Yes
10977,203834,Yes
10978,2925,No
10979,152616,Yes
10980,74459,Yes
10981,45900,Yes
10982,71077,Yes
10983,156922,Yes
10984,170614,Yes
10985,103025,Yes
10986,74065,Yes
10987,193172,Yes
10988,15739,No
10989,3965,No
10990,45964,Yes
10991,138285,Yes
10992,149785,Yes
10993,168573,Yes
10994,24206,No
10995,119181,Yes
10996,103429,Yes
10997,126742,No
10998,36315,Yes
10999,149609,Yes
11000,5793,No
11001,5701,No
11002,113094,Yes
11003,59842,Yes
11004,88927,No
11005,84149,No
11006,184864,No
11007,108564,Yes
11008,97921,No
11009,88328,No
11010,76036,Yes
11011,75826,Yes
11012,17451,No
11013,28905,No
11014,124498,Yes
11015,37076,Yes
11016,56301,No
11017,13969,No
11018,31335,No
11019,179096,Yes
11020,35278,Yes
11021,120062,No
11022,125713,Yes
11023,76346,No
11024,73288,No
11025,136352,No
11026,54698,No
11027,96736,No
11028,192150,No
11029,143039,Yes
11030,188791,Yes
11031,129745,No
11032,18040,No
11033,174889,Yes
11034,44141,Yes
11035,152367,No
11036,194304,No
11037,59963,No
11038,173935,No
11039,13308,No
11040,134921,No
11041,186614,No
11042,29368,No
11043,71076,Yes
11044,180390,Yes
11045,196429,Yes
11046,100415,Yes
11047,80647,Yes
11048,23997,No
11049,71964,Yes
11050,25039,No
11051,34693,Yes
11052,19985,No
11053,19494,No
11054,46597,Yes
11055,190671,Yes
11056,75362,Yes
11057,77439,No
11058,183125,No
11059,119579,No
11060,190848,No
11061,148827,No
11062,33154,No
11063,71815,Yes
11064,158267,Yes
11065,124122,No
11066,21795,No
11067,24957,No
11068,4754,No
11069,34601,Yes
11070,55812,No
11071,162018,No
11072,123965,Yes
11073,101074,Yes
11074,40679,Yes
11075,19192,No
11076,89374,Yes
11077,68599,No
11078,105569,No
11079,53239,Yes
11080,135389,Yes
11081,22404,No
11082,172804,No
11083,207295,Yes
11084,32017,Yes
11085,183458,Yes
11086,161988,Yes
11087,27115,No
11088,117446,Yes
11089,185409,No
11090,184818,No
11091,76618,Yes
11092,103839,No
11093,54174,Yes
11094,113514,No
11095,178829,Yes
11096,122759,Yes
11097,36523,Yes
11098,30416,Yes
11099,72308,Yes
11100,162560,Yes
11101,157543,Yes
11102,44794,Yes
11103,101468,No
11104,43933,No
11105,37359,Yes
11106,189205,Yes
11107,43122,No
11108,200093,Yes
11109,133674,Yes
11110,75618,No
11111,99375,Yes
11112,98653,Yes
11113,46318,No
11114,188341,No
11115,5190,No
11116,45739,No
11117,120948,Yes
11118,73934,No
11119,117929,Yes
11120,110511,No
11121,120231,Yes
11122,136600,Yes
11123,183891,Yes
11124,45151,No
11125,24087,No
11126,187357,No
11127,181455,Yes
11128,139146,No
11129,104028,Yes
11130,77616,Yes
11131,48558,No
11132,16601,No
11133,75464,Yes
11134,206588,No
11135,167062,Yes
11136,188709,Yes
11137,35794,Yes
11138,182092,Yes
11139,170713,Yes
11140,165783,No
11141,90525,Yes
11142,203706,Yes
11143,25491,No
11144,190071,Yes
11145,137640,Yes
11146,11449,No
11147,182373,Yes
11148,104266,Yes
11149,1566,No
11150,207096,No
11151,206742,Yes
11152,64128,No
11153,190870,No
11154,183902,Yes
11155,31583,Yes
11156,159773,No
11157,200008,No
11158,125839,Yes
11159,59492,No
11160,54481,Yes
11161,116598,No
11162,83546,No
11163,203240,Yes
11164,32608,Yes
11165,61569,Yes
11166,144062,No
11167,202429,Yes
11168,93623,No
11169,59301,Yes
11170,47029,Yes
11171,177266,Yes
11172,29957,No
11173,107445,No
11174,45199,No
11175,170630,Yes
11176,111849,Yes
11177,205958,No
11178,185991,Yes
11179,192134,No
11180,63866,Yes
11181,192730,No
11182,174487,Yes
11183,59147,Yes
11184,188467,No
11185,72188,No
11186,165388,Yes
11187,161619,Yes
11188,163977,No
11189,204626,No
11190,126425,Yes
11191,113828,Yes
11192,150053,No
11193,6653,No
11194,181494,Yes
11195,1892,No
11196,200480,No
11197,35197,Yes
11198,209296,Yes
11199,50148,Yes
11200,104602,Yes
11201,151895,No
11202,17534,No
11203,63704,No
11204,85400,No
11205,58426,Yes
11206,80595,No
11207,7720,No
11208,142235,No
11209,178238,No
11210,77038,Yes
11211,64760,Yes
11212,137450,No
11213,79452,Yes
11214,34448,Yes
11215,149740,Yes
11216,25886,No
11217,14347,No
11218,168570,No
11219,184173,Yes
11220,207864,Yes
11221,57172,No
11222,185839,Yes
11223,172371,No
11224,54334,Yes
11225,152492,No
11226,124714,Yes
11227,53280,Yes
11228,75237,Yes
11229,164725,Yes
11230,205114,No
11231,110959,Yes
11232,92724,Yes
11233,144792,No
11234,68977,Yes
11235,198850,Yes
11236,94728,No
11237,122839,Yes
11238,6751,No
11239,50565,No
11240,192588,No
11241,1328,No
11242,1269,No
11243,96071,No
11244,161812,Yes
11245,110663,Yes
11246,88816,No
11247,173281,Yes
11248,20286,No
11249,1606,No
11250,46305,No
11251,55204,No
11252,90795,No
11253,76411,Yes
11254,95001,Yes
11255,66213,Yes
11256,53573,No
11257,166999,No
11258,120486,Yes
11259,134632,Yes
11260,74035,Yes
11261,128933,No
11262,127094,Yes
11263,145768,No
11264,125305,No
11265,152355,No
11266,151382,No
11267,140572,No
11268,71390,Yes
11269,72916,Yes
11270,29405,No
11271,91969,Yes
11272,159187,No
11273,133897,No
11274,166540,Yes
11275,109091,Yes
11276,44127,Yes
11277,114651,No
11278,113606,Yes
11279,152259,Yes
11280,123562,Yes
11281,136238,No
11282,64317,No
11283,79292,No
11284,34974,Yes
11285,162690,No
11286,98767,Yes
11287,18468,No
11288,74228,Yes
11289,115661,Yes
11290,151074,Yes
11291,56026,Yes
11292,2156,No
11293,91712,Yes
11294,190474,Yes
11295,25320,No
11296,146440,No
11297,47004,Yes
11298,49122,Yes
11299,61150,No
11300,195513,Yes
11301,166083,Yes
11302,176946,Yes
11303,43045,Yes
11304,162471,Yes
11305,169889,No
11306,204610,No
11307,121447,Yes
11308,65572,No
11309,182043,Yes
11310,55689,Yes
11311,168364,Yes
11312,136883,No
11313,128507,No
11314,9661,No
11315,192599,Yes
11316,50154,Yes
11317,76681,Yes
11318,120002,No
11319,69108,No
11320,114029,No
11321,205474,Yes
11322,146657,Yes
11323,10816,No
11324,6499,No
11325,146364,No
11326,106881,Yes
11327,147921,Yes
11328,175178,No
11329,199808,No
11330,84937,Yes
11331,78876,Yes
11332,141900,Yes
11333,156729,No
11334,3404,No
11335,18817,No
11336,106414,Yes
11337,170931,No
11338,90099,No
11339,27511,No
11340,209901,No
11341,95973,Yes
11342,78249,Yes
11343,40934,No
11344,46055,Yes
11345,185046,Yes
11346,67159,Yes
11347,149223,Yes
11348,205559,Yes
11349,111276,Yes
11350,129436,Yes
11351,182372,No
11352,99352,Yes
11353,20718,No
11354,611,No
11355,102401,Yes
11356,177722,No
11357,65161,Yes
11358,108902,Yes
11359,198339,Yes
11360,24370,No
11361,69451,Yes
11362,6352,No
11363,60411,Yes
11364,183551,No
11365,178838,No
11366,150248,Yes
11367,51832,Yes
11368,141367,Yes
11369,44659,Yes
11370,155121,Yes
11371,165632,No
11372,36687,No
11373,189181,No
11374,118331,No
11375,207723,Yes
11376,188817,Yes
11377,198257,Yes
11378,164635,Yes
11379,73647,Yes
11380,164699,Yes
11381,189307,Yes
11382,138093,No
11383,52689,Yes
11384,201340,Yes
11385,206158,Yes
11386,102715,No
11387,89221,Yes
11388,84832,Yes
11389,184539,Yes
11390,187092,Yes
11391,79418,Yes
11392,162034,No
11393,198853,Yes
11394,132555,No
11395,62937,No
11396,165058,No
11397,15836,No
11398,204526,No
11399,193585,Yes
11400,112608,Yes
11401,40712,No
11402,133279,No
11403,92314,No
11404,84693,No
11405,161620,Yes
11406,582,No
11407,13117,No
11408,49224,No
11409,187061,Yes
11410,4334,No
11411,63530,Yes
11412,97535,Yes
11413,45299,Yes
11414,38586,No
11415,126619,Yes
11416,170043,Yes
11417,125412,No
11418,41582,No
11419,183834,No
11420,39624,No
11421,183,No
11422,129974,Yes
11423,115401,Yes
11424,36896,Yes
11425,201468,Yes
11426,118864,No
11427,42296,Yes
11428,187341,No
11429,111173,No
11430,4499,Yes
11431,30112,No
11432,165069,No
11433,21252,No
11434,74068,Yes
11435,186103,Yes
11436,148295,No
11437,60532,No
11438,101912,No
11439,71230,Yes
11440,74035,Yes
11441,155928,No
11442,118769,No
11443,69359,Yes
11444,124914,Yes
11445,142131,Yes
11446,65001,No
11447,206627,Yes
11448,7200,No
11449,71147,Yes
11450,33123,No
11451,100565,Yes
11452,135587,No
11453,35334,Yes
11454,47195,Yes
11455,16949,No
11456,148181,No
11457,50294,Yes
11458,163400,Yes
11459,177669,No
11460,43143,Yes
11461,98682,No
11462,22926,No
11463,35031,Yes
11464,186116,No
11465,170584,No
11466,137204,Yes
11467,189694,No
11468,173657,Yes
11469,14974,No
11470,35067,Yes
11471,27836,No
11472,52968,No
11473,131212,Yes
11474,117114,No
11475,87761,Yes
11476,71841,Yes
11477,90238,Yes
11478,112376,No
11479,101108,Yes
11480,181225,No
11481,163129,Yes
11482,121002,Yes
11483,130335,No
11484,197518,No
11485,186697,No
11486,109622,Yes
11487,98065,Yes
11488,143570,Yes
11489,24403,No
11490,83408,No
11491,199122,No
11492,76357,No
11493,111265,Yes
11494,20052,No
11495,109875,No
11496,38523,No
11497,60020,No
11498,56878,Yes
11499,19037,No
11500,115935,No
11501,108054,No
11502,130527,Yes
11503,78922,Yes
11504,105772,No
11505,137615,Yes
11506,80924,No
11507,141363,Yes
11508,116934,No
11509,2191,No
11510,24359,No
11511,28604,No
11512,64875,No
11513,146576,No
11514,55791,No
11515,63495,Yes
11516,135366,Yes
11517,11945,No
11518,159217,Yes
11519,123159,No
11520,83026,Yes
11521,198835,Yes
11522,71761,Yes
11523,139289,No
11524,168111,No
11525,57963,Yes
11526,15879,Yes
11527,6412,No
11528,134078,Yes
11529,178787,No
11530,135140,No
11531,205928,No
11532,159581,Yes
11533,109183,Yes
11534,50958,No
11535,34402,Yes
11536,16609,No
11537,84087,No
11538,1590,No
11539,70064,Yes
11540,184501,Yes
11541,61031,Yes
11542,34879,Yes
11543,104439,No
11544,139513,Yes
11545,46389,No
11546,753,No
11547,89432,No
11548,118015,Yes
11549,103844,No
11550,188606,Yes
11551,92818,Yes
11552,42883,Yes
11553,66334,Yes
11554,39064,No
11555,7105,No
11556,82166,Yes
11557,169654,Yes
11558,175727,Yes
11559,12652,No
11560,65048,Yes
11561,188171,Yes
11562,119861,Yes
11563,101667,Yes
11564,145178,No
11565,30048,No
11566,201378,Yes
11567,163476,Yes
11568,173791,Yes
11569,141277,Yes
11570,180614,Yes
11571,127253,No
11572,55006,Yes
11573,143188,Yes
11574,64759,No
11575,171098,No
11576,131797,Yes
11577,196409,Yes
11578,196596,Yes
11579,12895,No
11580,123160,No
11581,138888,Yes
11582,10165,No
11583,72258,Yes
11584,140832,Yes
11585,133978,No
11586,120175,No
11587,186302,Yes
11588,82692,Yes
11589,194476,No
11590,153451,Yes
11591,37765,Yes
11592,13083,No
11593,141535,No
11594,172895,No
11595,38648,Yes
11596,91297,No
11597,63908,Yes
11598,183129,Yes
11599,6684,Yes
11600,48028,No
11601,173094,Yes
11602,159322,Yes
11603,105228,Yes
11604,140599,No
11605,131162,Yes
11606,29086,No
11607,156581,Yes
11608,33239,Yes
11609,148232,No
11610,98101,Yes
11611,87591,Yes
11612,25559,No
11613,24686,No
11614,65208,Yes
11615,199821,No
11616,111324,Yes
11617,37759,Yes
11618,15028,No
11619,57601,No
11620,180712,No
11621,63813,Yes
11622,174707,No
11623,43389,No
11624,162654,Yes
11625,208923,No
11626,36890,Yes
11627,67234,No
11628,205195,No
11629,150514,No
11630,34742,No
11631,13523,No
11632,22949,No
11633,29794,No
11634,13256,No
11635,136432,Yes
11636,22240,No
11637,80692,No
11638,114585,No
11639,150236,Yes
11640,127829,No
11641,73597,Yes
11642,40627,Yes
11643,168542,Yes
11644,108771,Yes
11645,157797,Yes
11646,59219,Yes
11647,28077,No
11648,176800,Yes
11649,39621,No
11650,111411,Yes
11651,128272,Yes
11652,175607,Yes
11653,6460,No
11654,179627,Yes
11655,169287,No
11656,177243,Yes
11657,128992,No
11658,206793,Yes
11659,40586,Yes
11660,27402,No
11661,50571,No
11662,63166,No
11663,65829,Yes
11664,28970,No
11665,66390,Yes
11666,92680,Yes
11667,196340,No
11668,45313,Yes
11669,207676,No
11670,52449,Yes
11671,188318,No
11672,19701,No
11673,53233,Yes
11674,2202,No
11675,2773,No
11676,47033,Yes
11677,196584,Yes
11678,187793,Yes
11679,190313,No
11680,61266,No
11681,150895,Yes
11682,205891,No
11683,159261,Yes
11684,35547,No
11685,180766,No
11686,100540,Yes
11687,57448,Yes
11688,168379,Yes
11689,88818,No
11690,49832,No
11691,132071,No
11692,39191,No
11693,201497,Yes
11694,167601,Yes
11695,49636,Yes
11696,27298,No
11697,73013,Yes
11698,128874,Yes
11699,206147,Yes
11700,136534,Yes
11701,48190,No
11702,19743,No
11703,162581,Yes
11704,192550,Yes
11705,149548,No
11706,59135,Yes
11707,207207,Yes
11708,75049,Yes
11709,174351,Yes
11710,196225,No
11711,202191,No
11712,158191,Yes
11713,90257,Yes
11714,11614,No
11715,89507,No
11716,119310,Yes
11717,85094,Yes
11718,104164,Yes
11719,124329,No
11720,106064,Yes
11721,104709,Yes
11722,35003,Yes
11723,88578,Yes
11724,125388,Yes
11725,109044,Yes
11726,12446,No
11727,199310,Yes
11728,110360,Yes
11729,118711,No
11730,122853,Yes
11731,124032,Yes
11732,137224,Yes
11733,32862,Yes
11734,136220,No
11735,130591,Yes
11736,23383,No
11737,39304,Yes
11738,93897,Yes
11739,188619,Yes
11740,100963,Yes
11741,190556,Yes
11742,104077,Yes
11743,195133,No
11744,163007,Yes
11745,141096,No
11746,160050,Yes
11747,91458,No
11748,28914,No
11749,8629,No
11750,110047,Yes
11751,40345,No
11752,114926,Yes
11753,63109,No
11754,3504,No
11755,200214,Yes
11756,2424,No
11757,89562,No
11758,39562,No
11759,73310,Yes
11760,117706,No
11761,204063,No
11762,104447,No
11763,209542,No
11764,31197,Yes
11765,66676,No
11766,19235,No
11767,167966,Yes
11768,147541,No
11769,155290,Yes
11770,132322,Yes
11771,178342,No
11772,32332,Yes
11773,67839,No
11774,147949,Yes
11775,200017,Yes
11776,108418,Yes
11777,71328,No
11778,196114,Yes
11779,138921,Yes
11780,88063,Yes
11781,18414,No
11782,136241,No
11783,167887,Yes
11784,128692,Yes
11785,197901,Yes
11786,74911,No
11787,73486,Yes
11788,4212,No
11789,76124,No
11790,61886,No
11791,36519,Yes
11792,209464,No
11793,101602,No
11794,58534,Yes
11795,149077,Yes
11796,130291,No
11797,171463,Yes
11798,134270,Yes
11799,193962,No
11800,173203,Yes
11801,111399,Yes
11802,60153,No
11803,30514,Yes
11804,101342,No
11805,177812,Yes
11806,78579,Yes
11807,28624,No
11808,18119,No
11809,53962,No
11810,140693,Yes
11811,66027,No
11812,83551,No
11813,167868,Yes
11814,158038,Yes
11815,139885,No
11816,24377,No
11817,89908,No
11818,149770,Yes
11819,18288,No
11820,188439,No
11821,129115,No
11822,179690,Yes
11823,167550,No
11824,37492,Yes
11825,19922,No
11826,80719,Yes
11827,188917,Yes
11828,113009,Yes
11829,115881,No
11830,25352,No
11831,128202,Yes
11832,181073,Yes
11833,65754,Yes
11834,4901,No
11835,46219,No
11836,110468,No
11837,162199,No
11838,5912,No
11839,196944,Yes
11840,187092,Yes
11841,46931,No
11842,53919,Yes
11843,60597,No
11844,5548,No
11845,125048,Yes
11846,44924,No
11847,5540,No
11848,169288,No
11849,30389,Yes
11850,17859,No
11851,15499,No
11852,131654,Yes
11853,181453,Yes
11854,93870,Yes
11855,163590,Yes
11856,78073,No
11857,109357,No
11858,158480,No
11859,150304,Yes
11860,187203,No
11861,75567,Yes
11862,148978,No
11863,111205,Yes
11864,202060,Yes
11865,115207,No
11866,147502,No
11867,65219,Yes
11868,29272,No
11869,173769,Yes
11870,161966,No
11871,108833,Yes
11872,120676,No
11873,8201,No
11874,88900,No
11875,26509,No
11876,92358,No
11877,163531,Yes
11878,195875,Yes
11879,113757,Yes
11880,63151,No
11881,132626,No
11882,100630,Yes
11883,192487,Yes
11884,65275,Yes
11885,159491,Yes
11886,153666,No
11887,178177,No
11888,161669,Yes
11889,79688,Yes
11890,185684,Yes
11891,151500,Yes
11892,146340,Yes
11893,128893,Yes
11894,102634,No
11895,10274,No
11896,194583,No
11897,22649,No
11898,101670,Yes
11899,14723,No
11900,148879,No
11901,148889,No
11902,91320,No
11903,86070,Yes
11904,149344,No
11905,128167,Yes
11906,161096,Yes
11907,80729,Yes
11908,155663,Yes
11909,132845,Yes
11910,103152,Yes
11911,68923,Yes
11912,108213,Yes
11913,108829,Yes
11914,102492,Yes
11915,150083,No
11916,123675,No
11917,52277,No
11918,163479,Yes
11919,53990,Yes
11920,7055,No
11921,1535,No
11922,192237,Yes
11923,179402,No
11924,56634,No
11925,28544,No
11926,37628,Yes
11927,84016,No
11928,122665,Yes
11929,188560,No
11930,73600,Yes
11931,155602,Yes
11932,44039,Yes
11933,71693,Yes
11934,176695,Yes
11935,153832,Yes
11936,139108,No
11937,173854,Yes
11938,205450,Yes
11939,8083,No
11940,31841,No
11941,49661,Yes
11942,91124,Yes
11943,154902,No
11944,164904,No
11945,46763,Yes
11946,181050,Yes
11947,54682,No
11948,132911,Yes
11949,126769,Yes
11950,146796,Yes
11951,94191,Yes
11952,154386,No
11953,183939,Yes
11954,202100,Yes
11955,90710,No
11956,179746,Yes
11957,128075,Yes
11958,119025,Yes
11959,192246,Yes
11960,136519,Yes
11961,103997,No
11962,92636,Yes
11963,4981,No
11964,151515,Yes
11965,146427,No
11966,47685,Yes
11967,73232,No
11968,48771,No
11969,96601,No
11970,186804,Yes
11971,152447,No
11972,187117,No
11973,165592,Yes
11974,55488,No
11975,19280,No
11976,194275,Yes
11977,209891,Yes
11978,7183,No
11979,126471,Yes
11980,136260,No
11981,187633,Yes
11982,104285,Yes
11983,66568,No
11984,27756,No
11985,201622,No
11986,205738,Yes
11987,205875,No
11988,99292,No
11989,113227,Yes
11990,104547,No
11991,55017,Yes
11992,32802,Yes
11993,18956,No
11994,159009,No
11995,156265,Yes
11996,29580,No
11997,12824,Yes
11998,92200,Yes
11999,4439,Yes
12000,120725,No
12001,73705,Yes
12002,59669,Yes
12003,208953,No
12004,69711,Yes
12005,147368,Yes
12006,153406,Yes
12007,52275,No
12008,87236,Yes
12009,85786,Yes
12010,127693,Yes
12011,174539,Yes
12012,95678,Yes
12013,51013,No
12014,172951,No
12015,181240,No
12016,67628,Yes
12017,48468,Yes
12018,125591,Yes
12019,137192,Yes
12020,141058,No
12021,140187,Yes
12022,145146,No
12023,206428,No
12024,20293,No
12025,197621,Yes
12026,100570,Yes
12027,13790,No
12028,126721,Yes
12029,115338,No
12030,40996,Yes
12031,81261,Yes
12032,50905,No
12033,163749,Yes
12034,70368,No
12035,168587,No
12036,60679,No
12037,90834,Yes
12038,152301,No
12039,104503,No
12040,36274,Yes
12041,111000,Yes
12042,33528,No
12043,205968,No
12044,145974,No
12045,182324,No
12046,175836,No
12047,145181,Yes
12048,31902,No
12049,71375,Yes
12050,193007,Yes
12051,142664,Yes
12052,89567,No
12053,60699,No
12054,44890,Yes
12055,180843,Yes
12056,66543,Yes
12057,167729,Yes
12058,207656,No
12059,187508,Yes
12060,158873,Yes
12061,101822,Yes
12062,57907,Yes
12063,128276,Yes
12064,193065,Yes
12065,32516,No
12066,12934,Yes
12067,146166,Yes
12068,141847,Yes
12069,192972,Yes
12070,185379,No
12071,72520,Yes
12072,44463,No
12073,75705,No
12074,80454,No
12075,18939,No
12076,161870,Yes
12077,122738,Yes
12078,16191,No
12079,172132,Yes
12080,138517,Yes
12081,35085,Yes
12082,202843,No
12083,5299,No
12084,153509,No
12085,144264,Yes
12086,6263,No
12087,150606,No
12088,188647,Yes
12089,143433,No
12090,3319,No
